customer_id,snapshot_date,tenure_days,monthly_spend,support_tickets_30d,last_login_days_ago,churn_label,spend_per_ticket_30d,is_dormant_30d,region_east,region_north,region_south,region_west,tenure_bucket_new,tenure_bucket_growing,tenure_bucket_established,tenure_bucket_long_term
23,2026-01-17,790,48.259097373429356,3,47,1,12.064774343357339,1,False,False,True,False,False,False,False,True
24,2026-03-25,720,68.62624241413096,2,59,1,22.875414138043652,1,True,False,False,False,False,False,True,False
25,2026-03-12,88,52.330027867009605,1,58,1,26.165013933504802,1,False,False,True,False,True,False,False,False
26,2026-02-27,567,47.55937617809689,3,87,1,11.889844044524223,1,False,True,False,False,False,False,True,False
27,2026-02-06,737,36.59325796795387,1,13,0,18.296628983976934,0,False,False,True,False,False,False,False,True
28,2026-03-16,1140,45.46570800732832,2,30,0,15.155236002442772,1,True,False,False,False,False,False,False,True
29,2026-02-19,631,41.219057768949654,0,27,0,41.219057768949654,0,False,False,False,True,False,False,True,False
30,2026-02-09,411,33.21035088102967,2,49,1,11.070116960343222,1,False,False,False,True,False,False,True,False
31,2026-02-10,667,40.651865767876956,4,47,1,8.130373153575391,1,True,False,False,False,False,False,True,False
32,2026-01-21,213,47.975717409396594,1,71,1,23.987858704698297,1,False,True,False,False,False,True,False,False
33,2026-01-09,109,33.491743972040396,1,50,1,16.745871986020198,1,False,True,False,False,False,True,False,False
34,2026-02-19,814,32.90577268972974,4,21,1,6.581154537945947,0,False,False,True,False,False,False,False,True
35,2026-03-21,1183,24.596348436117385,1,50,1,12.298174218058692,1,False,True,False,False,False,False,False,True
36,2026-01-06,1015,50.860875391333444,0,86,1,50.860875391333444,1,True,False,False,False,False,False,False,True
37,2026-03-19,700,53.17984892950591,3,52,1,13.294962232376477,1,False,False,True,False,False,False,True,False
38,2026-03-16,49,48.47490666354776,1,53,1,24.23745333177388,1,False,False,False,True,True,False,False,False
39,2026-01-25,1185,59.47755739092999,0,15,0,59.47755739092999,0,False,False,True,False,False,False,False,True
40,2026-02-26,540,46.31801455621091,1,0,0,23.159007278105456,0,False,False,True,False,False,False,True,False
41,2026-01-15,348,50.88016406048635,0,18,0,50.88016406048635,0,True,False,False,False,False,True,False,False
42,2026-03-10,1071,49.55756138456344,0,2,0,49.55756138456344,0,False,True,False,False,False,False,False,True
43,2026-03-05,895,43.62689970872688,1,40,0,21.81344985436344,1,False,False,False,True,False,False,False,True
44,2026-02-01,899,37.03767257805529,1,79,1,18.518836289027647,1,True,False,False,False,False,False,False,True
45,2026-01-07,334,78.21228923687866,1,40,0,39.10614461843933,1,True,False,False,False,False,True,False,False
46,2026-03-29,1190,38.22073530219737,1,58,1,19.110367651098684,1,False,False,True,False,False,False,False,True
47,2026-02-10,543,35.011834333193455,0,77,1,35.011834333193455,1,False,False,False,True,False,False,True,False
48,2026-03-22,638,51.510147351751606,1,68,1,25.755073675875803,1,False,False,False,True,False,False,True,False
49,2026-03-03,901,48.77781622942508,1,58,1,24.38890811471254,1,False,True,False,False,False,False,False,True
50,2026-03-12,792,23.928126785845087,1,70,1,11.964063392922544,1,True,False,False,False,False,False,False,True
51,2026-03-10,207,61.84017381845608,2,25,0,20.613391272818692,0,False,False,False,True,False,True,False,False
52,2026-01-18,363,43.5870813697375,0,37,0,43.5870813697375,1,False,False,True,False,False,True,False,False
53,2026-02-02,434,28.33603357176419,0,35,0,28.33603357176419,1,True,False,False,False,False,False,True,False
54,2026-02-12,1137,62.83176171530811,1,71,1,31.415880857654056,1,False,False,False,True,False,False,False,True
55,2026-02-14,857,54.38513357394231,4,36,1,10.877026714788462,1,False,False,True,False,False,False,False,True
56,2026-01-04,440,26.03187012078129,2,84,1,8.677290040260429,1,True,False,False,False,False,False,True,False
57,2026-02-19,881,71.65774260386587,4,16,1,14.331548520773174,0,True,False,False,False,False,False,False,True
58,2026-01-14,886,54.88196052549289,3,15,1,13.720490131373223,0,False,True,False,False,False,False,False,True
59,2026-03-08,473,44.847058265624305,0,64,1,44.847058265624305,1,False,True,False,False,False,False,True,False
60,2026-03-03,484,68.8532820843267,0,68,1,68.8532820843267,1,True,False,False,False,False,False,True,False
61,2026-03-25,1073,47.38946675744461,0,61,1,47.38946675744461,1,False,True,False,False,False,False,False,True
62,2026-03-09,674,44.57875387343952,1,27,0,22.28937693671976,0,False,False,False,True,False,False,True,False
63,2026-02-02,180,35.095498259670165,3,0,1,8.773874564917541,0,True,False,False,False,False,True,False,False
64,2026-03-29,864,53.72775658960618,1,28,0,26.86387829480309,0,True,False,False,False,False,False,False,True
65,2026-02-06,707,52.1490445098597,1,41,1,26.07452225492985,1,False,False,True,False,False,False,True,False
66,2026-01-30,611,45.220202098345666,0,37,0,45.220202098345666,1,False,False,True,False,False,False,True,False
67,2026-03-23,870,33.150204691985955,0,82,1,33.150204691985955,1,False,False,True,False,False,False,False,True
68,2026-02-03,1088,46.948947812491106,1,77,1,23.474473906245553,1,True,False,False,False,False,False,False,True
69,2026-01-07,397,43.95301821356793,3,69,1,10.988254553391982,1,False,False,True,False,False,False,True,False
70,2026-02-12,503,24.997885218986983,0,1,0,24.997885218986983,0,False,False,True,False,False,False,True,False
71,2026-03-13,228,22.922814730137215,1,11,0,11.461407365068608,0,False,True,False,False,False,True,False,False
72,2026-01-18,776,53.47730068214654,1,39,0,26.73865034107327,1,True,False,False,False,False,False,False,True
73,2026-02-11,483,5.9716752742246655,1,55,1,2.9858376371123327,1,True,False,False,False,False,False,True,False
74,2026-01-12,411,48.0811579044189,1,61,1,24.04057895220945,1,True,False,False,False,False,False,True,False
75,2026-03-03,836,37.828754133692634,1,26,0,18.914377066846317,0,False,False,True,False,False,False,False,True
76,2026-02-12,490,64.62369910319865,2,9,0,21.54123303439955,0,False,True,False,False,False,False,True,False
77,2026-01-30,557,37.597976862691866,0,29,0,37.597976862691866,0,False,False,True,False,False,False,True,False
78,2026-01-21,528,54.89226321377844,1,71,1,27.44613160688922,1,False,False,True,False,False,False,True,False
79,2026-02-20,310,39.046292381433126,0,88,1,39.046292381433126,1,False,True,False,False,False,True,False,False
80,2026-03-02,151,46.706222302292154,2,84,1,15.568740767430718,1,False,False,False,True,False,True,False,False
81,2026-03-26,992,56.05254796380077,1,53,1,28.026273981900385,1,False,False,True,False,False,False,False,True
82,2026-02-09,110,38.0616642551313,1,8,0,19.03083212756565,0,False,False,True,False,False,True,False,False
83,2026-01-15,390,59.948323267476056,2,87,1,19.982774422492017,1,True,False,False,False,False,False,True,False
84,2026-03-16,801,30.094531843402752,0,13,0,30.094531843402752,0,False,False,False,True,False,False,False,True
85,2026-02-26,158,49.41889263837569,2,24,0,16.472964212791897,0,False,False,True,False,False,True,False,False
86,2026-03-05,786,58.83959584181779,3,87,1,14.709898960454447,1,True,False,False,False,False,False,False,True
87,2026-01-09,879,54.90056237685502,2,45,1,18.300187458951672,1,False,True,False,False,False,False,False,True
88,2026-01-29,795,73.74667315103116,1,17,0,36.87333657551558,0,True,False,False,False,False,False,False,True
89,2026-03-11,366,33.54841024034009,0,45,1,33.54841024034009,1,False,True,False,False,False,False,True,False
90,2026-03-16,24,24.31276122977118,1,7,0,12.15638061488559,0,False,True,False,False,True,False,False,False
91,2026-02-09,1064,30.08497337257321,0,28,0,30.08497337257321,0,True,False,False,False,False,False,False,True
92,2026-03-14,392,54.906638498226556,0,85,1,54.906638498226556,1,False,True,False,False,False,False,True,False
93,2026-03-17,966,52.46884401404068,2,26,0,17.489614671346892,0,False,True,False,False,False,False,False,True
94,2026-02-04,238,46.53384989471124,0,80,1,46.53384989471124,1,False,True,False,False,False,True,False,False
95,2026-03-22,195,28.15564426339305,2,48,1,9.38521475446435,1,False,False,False,True,False,True,False,False
96,2026-01-26,934,56.50300939993591,2,59,1,18.834336466645304,1,True,False,False,False,False,False,False,True
97,2026-01-22,1127,26.629428335241894,2,63,1,8.876476111747298,1,False,False,True,False,False,False,False,True
98,2026-03-03,1032,62.3842437356535,2,49,1,20.7947479118845,1,False,False,False,True,False,False,False,True
99,2026-02-27,901,87.86157634709798,3,3,1,21.965394086774495,0,False,False,True,False,False,False,False,True
100,2026-01-13,296,50.49676719857326,1,82,1,25.24838359928663,1,False,False,False,True,False,True,False,False
101,2026-03-16,1095,53.74662203486615,0,42,1,53.74662203486615,1,False,False,True,False,False,False,False,True
102,2026-01-18,801,37.60710346656661,2,58,1,12.535701155522204,1,False,True,False,False,False,False,False,True
103,2026-03-14,207,17.846800183697756,1,49,1,8.923400091848878,1,False,True,False,False,False,True,False,False
104,2026-01-01,156,35.95920955454666,1,59,1,17.97960477727333,1,False,False,True,False,False,True,False,False
105,2026-03-13,1045,28.60657138351876,0,31,0,28.60657138351876,1,False,True,False,False,False,False,False,True
106,2026-03-12,330,23.294931353774764,1,75,1,11.647465676887382,1,False,True,False,False,False,True,False,False
107,2026-03-12,919,70.83539912993474,1,20,0,35.41769956496737,0,False,False,True,False,False,False,False,True
108,2026-03-01,167,49.0929377703866,2,58,1,16.364312590128865,1,False,False,False,True,False,True,False,False
109,2026-02-12,337,50.695313709209756,0,52,1,50.695313709209756,1,False,True,False,False,False,True,False,False
110,2026-03-05,340,40.36466452205626,0,45,1,40.36466452205626,1,False,True,False,False,False,True,False,False
111,2026-01-25,338,42.406933763348455,2,1,0,14.135644587782819,0,False,False,False,True,False,True,False,False
112,2026-03-12,810,59.46826023359,1,35,0,29.734130116795,1,False,True,False,False,False,False,False,True
113,2026-02-20,1097,44.51494321957177,2,4,0,14.838314406523923,0,False,False,False,True,False,False,False,True
114,2026-02-11,1092,52.96040907037099,2,45,1,17.653469690123664,1,True,False,False,False,False,False,False,True
115,2026-02-15,890,42.059935532324765,0,61,1,42.059935532324765,1,False,False,False,True,False,False,False,True
116,2026-02-21,243,39.86770663901929,0,47,1,39.86770663901929,1,True,False,False,False,False,True,False,False
117,2026-01-04,1152,23.89628751597207,1,68,1,11.948143757986035,1,True,False,False,False,False,False,False,True
118,2026-01-13,650,15.333764064493078,3,32,1,3.8334410161232695,1,False,True,False,False,False,False,True,False
119,2026-01-23,655,41.07657148400397,0,27,0,41.07657148400397,0,True,False,False,False,False,False,True,False
120,2026-01-11,841,45.84745037989849,1,40,0,22.923725189949245,1,True,False,False,False,False,False,False,True
121,2026-02-09,923,25.708049449368136,4,20,1,5.141609889873627,0,False,False,False,True,False,False,False,True
122,2026-03-02,1143,44.48287702448051,2,72,1,14.827625674826836,1,False,True,False,False,False,False,False,True
123,2026-02-28,699,45.80628844485753,0,72,1,45.80628844485753,1,False,True,False,False,False,False,True,False
124,2026-02-12,732,12.659879909109314,0,37,0,12.659879909109314,1,False,True,False,False,False,False,False,True
125,2026-03-18,894,31.273130107807482,1,71,1,15.636565053903741,1,False,False,False,True,False,False,False,True
126,2026-02-20,306,51.10895840603203,3,2,1,12.777239601508008,0,False,True,False,False,False,True,False,False
127,2026-01-08,369,50.805880940936156,1,13,0,25.402940470468078,0,False,False,False,True,False,False,True,False
128,2026-03-10,750,27.694876254003592,2,25,0,9.231625418001197,0,False,False,True,False,False,False,False,True
129,2026-02-21,77,47.376720757496024,0,34,0,47.376720757496024,1,False,False,True,False,True,False,False,False
130,2026-02-27,385,60.33610838040708,0,20,0,60.33610838040708,0,False,False,False,True,False,False,True,False
131,2026-02-20,861,56.65609438486347,2,46,1,18.88536479495449,1,True,False,False,False,False,False,False,True
132,2026-02-19,1171,43.57071319479098,0,71,1,43.57071319479098,1,True,False,False,False,False,False,False,True
133,2026-01-09,623,37.980355300135614,1,41,1,18.990177650067807,1,False,False,False,True,False,False,True,False
134,2026-02-20,480,35.559832734982436,4,40,1,7.111966546996487,1,False,False,False,True,False,False,True,False
135,2026-03-13,529,52.017296743644856,1,5,0,26.008648371822428,0,True,False,False,False,False,False,True,False
136,2026-01-28,822,47.92655959714332,0,25,0,47.92655959714332,0,False,False,True,False,False,False,False,True
137,2026-02-24,653,54.441060091533004,1,72,1,27.220530045766502,1,False,False,False,True,False,False,True,False
138,2026-01-03,28,46.97810719681728,3,72,1,11.74452679920432,1,True,False,False,False,True,False,False,False
139,2026-02-01,647,57.28145925521163,2,9,0,19.09381975173721,0,False,False,False,True,False,False,True,False
140,2026-02-09,480,46.418887994365505,3,1,1,11.604721998591376,0,False,False,False,True,False,False,True,False
141,2026-03-30,841,56.7703307419753,0,74,1,56.7703307419753,1,True,False,False,False,False,False,False,True
142,2026-01-20,1050,58.062341555499586,1,15,0,29.031170777749793,0,False,False,True,False,False,False,False,True
143,2026-01-25,1154,32.932100546627794,0,51,1,32.932100546627794,1,False,False,False,True,False,False,False,True
144,2026-02-06,732,17.87783929693881,1,74,1,8.938919648469405,1,False,False,False,True,False,False,False,True
145,2026-03-31,435,68.1523928402183,0,70,1,68.1523928402183,1,False,True,False,False,False,False,True,False
146,2026-03-18,533,48.849880960683926,1,49,1,24.424940480341963,1,True,False,False,False,False,False,True,False
147,2026-01-04,212,19.282711567558177,1,33,0,9.641355783779089,1,True,False,False,False,False,True,False,False
148,2026-01-22,1123,34.29270754171934,1,69,1,17.14635377085967,1,True,False,False,False,False,False,False,True
149,2026-03-15,1016,56.57811438554742,1,62,1,28.28905719277371,1,False,False,False,True,False,False,False,True
150,2026-01-06,1024,40.80484753300661,1,75,1,20.402423766503304,1,False,False,True,False,False,False,False,True
151,2026-03-19,394,37.31907871021309,0,46,1,37.31907871021309,1,False,False,False,True,False,False,True,False
152,2026-01-26,387,66.0132279046945,3,84,1,16.503306976173626,1,True,False,False,False,False,False,True,False
153,2026-03-24,1028,29.290692804242845,0,69,1,29.290692804242845,1,False,True,False,False,False,False,False,True
154,2026-01-27,653,33.02769963367749,2,5,0,11.009233211225832,0,True,False,False,False,False,False,True,False
155,2026-02-09,845,48.170797125724015,2,26,0,16.056932375241338,0,False,True,False,False,False,False,False,True
156,2026-03-01,588,50.85682398080824,1,71,1,25.42841199040412,1,False,False,False,True,False,False,True,False
157,2026-01-12,531,52.44514551511097,0,10,0,52.44514551511097,0,False,False,False,True,False,False,True,False
158,2026-02-20,759,58.6685706685342,1,63,1,29.3342853342671,1,False,False,False,True,False,False,False,True
159,2026-02-15,975,47.97867931022275,3,30,1,11.994669827555688,1,True,False,False,False,False,False,False,True
160,2026-03-12,401,52.34075908407614,0,18,0,52.34075908407614,0,False,False,True,False,False,False,True,False
161,2026-03-31,971,41.11186111027375,1,48,1,20.555930555136875,1,False,False,True,False,False,False,False,True
162,2026-03-01,293,45.94047454855071,3,83,1,11.485118637137678,1,False,False,False,True,False,True,False,False
163,2026-02-06,483,46.61301270080452,1,80,1,23.30650635040226,1,False,True,False,False,False,False,True,False
164,2026-02-06,1095,48.22647203728554,1,36,0,24.11323601864277,1,False,False,False,True,False,False,False,True
165,2026-02-07,1145,56.58809711374141,0,0,0,56.58809711374141,0,False,False,True,False,False,False,False,True
166,2026-03-15,1108,53.327185229172464,2,79,1,17.775728409724156,1,True,False,False,False,False,False,False,True
167,2026-01-29,379,45.663255043502744,0,80,1,45.663255043502744,1,True,False,False,False,False,False,True,False
168,2026-01-16,1012,32.863110225884405,1,54,1,16.431555112942203,1,False,True,False,False,False,False,False,True
169,2026-01-31,1123,46.015068870940645,0,56,1,46.015068870940645,1,False,True,False,False,False,False,False,True
170,2026-01-03,1173,44.57973322656384,1,47,1,22.28986661328192,1,False,True,False,False,False,False,False,True
171,2026-01-10,26,47.897723697197975,1,1,0,23.948861848598987,0,False,False,False,True,True,False,False,False
172,2026-01-09,894,78.09787960710602,0,14,0,78.09787960710602,0,False,True,False,False,False,False,False,True
173,2026-03-11,1196,37.143408321881466,0,12,0,37.143408321881466,0,True,False,False,False,False,False,False,True
174,2026-03-07,917,51.334335286880396,0,82,1,51.334335286880396,1,False,True,False,False,False,False,False,True
175,2026-03-04,280,61.02693100866448,0,4,0,61.02693100866448,0,False,False,False,True,False,True,False,False
176,2026-02-11,915,46.47002871149074,1,50,1,23.23501435574537,1,False,False,False,True,False,False,False,True
177,2026-03-06,127,80.06767678758249,2,32,0,26.68922559586083,1,False,False,True,False,False,True,False,False
178,2026-01-15,577,39.32941062402785,2,0,0,13.109803541342616,0,False,True,False,False,False,False,True,False
179,2026-03-23,751,49.861338334800706,0,82,1,49.861338334800706,1,False,False,True,False,False,False,False,True
180,2026-02-15,548,33.01791382660527,1,1,0,16.508956913302637,0,True,False,False,False,False,False,True,False
181,2026-03-26,840,39.7271289728506,1,77,1,19.8635644864253,1,True,False,False,False,False,False,False,True
182,2026-01-14,289,48.73400865594987,1,69,1,24.367004327974936,1,True,False,False,False,False,True,False,False
183,2026-02-14,727,57.69456093461594,1,71,1,28.84728046730797,1,True,False,False,False,False,False,True,False
184,2026-03-04,774,49.78642251035361,1,14,0,24.893211255176805,0,True,False,False,False,False,False,False,True
185,2026-02-14,760,63.88672274002104,0,79,1,63.88672274002104,1,False,True,False,False,False,False,False,True
186,2026-02-10,347,43.57552034110992,4,53,1,8.715104068221985,1,False,True,False,False,False,True,False,False
187,2026-01-15,367,40.01747205241492,1,36,0,20.00873602620746,1,False,False,False,True,False,False,True,False
188,2026-02-04,310,85.5597766091908,1,61,1,42.7798883045954,1,True,False,False,False,False,True,False,False
189,2026-01-22,554,50.91356474163046,2,30,0,16.971188247210154,1,False,False,False,True,False,False,True,False
190,2026-01-28,703,34.20777681032179,2,25,0,11.402592270107263,0,True,False,False,False,False,False,True,False
191,2026-03-03,435,34.58604356627897,0,25,0,34.58604356627897,0,False,False,True,False,False,False,True,False
192,2026-02-26,492,30.859801282029892,0,51,1,30.859801282029892,1,True,False,False,False,False,False,True,False
193,2026-02-24,344,59.04854033785182,2,54,1,19.68284677928394,1,True,False,False,False,False,True,False,False
194,2026-02-02,263,39.534340606601376,1,21,0,19.767170303300688,0,False,True,False,False,False,True,False,False
195,2026-03-28,789,46.910437134847285,1,22,0,23.455218567423643,0,False,False,True,False,False,False,False,True
196,2026-01-08,979,44.04736988342597,2,85,1,14.682456627808657,1,True,False,False,False,False,False,False,True
197,2026-01-31,349,55.97238611911402,0,46,1,55.97238611911402,1,False,True,False,False,False,True,False,False
198,2026-01-11,1032,32.2988386067397,3,77,1,8.074709651684925,1,False,True,False,False,False,False,False,True
199,2026-01-31,685,28.866415707854767,1,29,0,14.433207853927383,0,False,True,False,False,False,False,True,False
200,2026-03-28,202,48.364459607723916,1,25,0,24.182229803861958,0,True,False,False,False,False,True,False,False
201,2026-02-02,439,54.014389270498455,1,25,0,27.007194635249228,0,False,True,False,False,False,False,True,False
202,2026-03-23,10,49.98798469646461,0,47,1,49.98798469646461,1,False,False,True,False,True,False,False,False
203,2026-02-14,47,32.85819406354008,1,70,1,16.42909703177004,1,False,True,False,False,True,False,False,False
204,2026-03-04,404,55.16227263137091,2,45,1,18.38742421045697,1,False,False,True,False,False,False,True,False
205,2026-02-11,545,33.842086093565484,0,26,0,33.842086093565484,0,False,True,False,False,False,False,True,False
206,2026-01-24,957,37.17692032820425,1,86,1,18.588460164102123,1,False,False,False,True,False,False,False,True
207,2026-03-10,162,30.840697129169968,3,51,1,7.710174282292492,1,False,False,True,False,False,True,False,False
208,2026-03-29,1007,64.51737522978047,1,35,0,32.258687614890235,1,False,True,False,False,False,False,False,True
209,2026-01-24,282,54.50132311541024,1,0,0,27.25066155770512,0,True,False,False,False,False,True,False,False
210,2026-03-12,166,54.0749006351831,1,50,1,27.03745031759155,1,False,False,False,True,False,True,False,False
211,2026-01-24,840,63.70817131713676,0,55,1,63.70817131713676,1,False,False,False,True,False,False,False,True
212,2026-03-06,929,87.18973872358086,1,83,1,43.59486936179043,1,False,False,False,True,False,False,False,True
213,2026-03-13,726,19.361608441347666,2,20,0,6.453869480449222,0,False,False,True,False,False,False,True,False
214,2026-02-10,139,33.924351286843375,0,14,0,33.924351286843375,0,False,False,True,False,False,True,False,False
215,2026-03-08,139,35.75737373738214,0,89,1,35.75737373738214,1,False,False,True,False,False,True,False,False
216,2026-01-25,468,32.23770566425961,0,49,1,32.23770566425961,1,False,False,True,False,False,False,True,False
217,2026-01-08,541,28.83625128594431,1,2,0,14.418125642972155,0,False,False,False,True,False,False,True,False
218,2026-01-09,1198,40.50520403916951,1,9,0,20.252602019584756,0,False,True,False,False,False,False,False,True
219,2026-02-10,344,26.750944270658927,0,42,1,26.750944270658927,1,False,False,False,True,False,True,False,False
220,2026-03-23,231,50.0256355130612,2,55,1,16.675211837687065,1,False,False,False,True,False,True,False,False
221,2026-01-12,1135,45.77547482142922,2,21,0,15.258491607143073,0,False,False,False,True,False,False,False,True
222,2026-02-11,185,52.21542997145483,1,32,0,26.107714985727416,1,True,False,False,False,False,True,False,False
223,2026-03-05,32,52.615926774573786,2,66,1,17.538642258191263,1,False,False,False,True,True,False,False,False
224,2026-01-19,507,54.04510280140015,2,87,1,18.015034267133384,1,False,True,False,False,False,False,True,False
225,2026-03-06,481,39.39886594764177,0,44,1,39.39886594764177,1,False,False,False,True,False,False,True,False
226,2026-01-28,743,76.817151039505,2,37,0,25.605717013168334,1,True,False,False,False,False,False,False,True
227,2026-03-14,1053,48.51646674723147,1,32,0,24.258233373615735,1,False,False,False,True,False,False,False,True
228,2026-02-22,1119,17.062728710628075,0,12,0,17.062728710628075,0,False,True,False,False,False,False,False,True
229,2026-02-19,348,29.964363813506736,2,4,0,9.988121271168913,0,False,False,False,True,False,True,False,False
230,2026-01-16,1177,18.892455164582767,0,75,1,18.892455164582767,1,True,False,False,False,False,False,False,True
231,2026-02-11,759,45.26001943726961,1,3,0,22.630009718634806,0,False,True,False,False,False,False,False,True
232,2026-03-19,84,43.1729216392,1,73,1,21.5864608196,1,True,False,False,False,True,False,False,False
233,2026-01-02,1126,37.97361453150813,0,22,0,37.97361453150813,0,False,True,False,False,False,False,False,True
234,2026-03-10,166,75.16389168600772,1,62,1,37.58194584300386,1,False,True,False,False,False,True,False,False
235,2026-02-14,706,53.23474311115366,1,85,1,26.61737155557683,1,True,False,False,False,False,False,True,False
236,2026-03-06,949,55.89147542169502,3,67,1,13.972868855423755,1,False,False,False,True,False,False,False,True
237,2026-03-01,300,31.033897680868453,2,65,1,10.344632560289485,1,False,True,False,False,False,True,False,False
238,2026-02-08,325,30.012826630034816,0,23,0,30.012826630034816,0,False,False,True,False,False,True,False,False
239,2026-01-28,571,45.552082486454324,1,53,1,22.776041243227162,1,False,False,True,False,False,False,True,False
240,2026-02-26,1061,47.59510709478339,2,57,1,15.86503569826113,1,True,False,False,False,False,False,False,True
241,2026-01-13,269,17.155326493283145,2,38,0,5.718442164427715,1,False,True,False,False,False,True,False,False
242,2026-02-22,796,42.29539465725699,1,3,0,21.147697328628496,0,True,False,False,False,False,False,False,True
243,2026-01-09,543,45.21108124310257,2,82,1,15.070360414367522,1,False,False,True,False,False,False,True,False
244,2026-02-28,135,41.772762513433065,1,17,0,20.886381256716533,0,False,False,False,True,False,True,False,False
245,2026-02-26,853,32.799143814799855,1,87,1,16.399571907399928,1,False,False,True,False,False,False,False,True
246,2026-01-08,999,36.9069722711829,4,83,1,7.38139445423658,1,False,False,True,False,False,False,False,True
247,2026-03-10,691,42.34711209640806,3,1,1,10.586778024102015,0,False,True,False,False,False,False,True,False
248,2026-02-07,212,46.362000354150716,1,66,1,23.181000177075358,1,False,False,False,True,False,True,False,False
249,2026-03-12,187,54.07187373825852,2,57,1,18.023957912752838,1,False,False,False,True,False,True,False,False
250,2026-01-04,508,61.21284307426307,0,20,0,61.21284307426307,0,False,False,True,False,False,False,True,False
251,2026-01-17,608,40.584784147091256,2,73,1,13.528261382363752,1,False,False,True,False,False,False,True,False
252,2026-02-14,663,38.157657058269635,1,10,0,19.078828529134817,0,False,False,False,True,False,False,True,False
253,2026-01-17,293,51.564835103014595,4,22,1,10.312967020602919,0,False,False,True,False,False,True,False,False
254,2026-01-30,601,54.16267374616281,1,85,1,27.081336873081405,1,False,True,False,False,False,False,True,False
255,2026-03-01,354,38.486993501116714,0,66,1,38.486993501116714,1,False,True,False,False,False,True,False,False
256,2026-01-14,823,56.85590215449258,0,10,0,56.85590215449258,0,True,False,False,False,False,False,False,True
257,2026-03-02,955,59.6937801173396,2,12,0,19.897926705779867,0,False,True,False,False,False,False,False,True
258,2026-01-10,783,64.3752969848801,2,23,0,21.458432328293366,0,False,True,False,False,False,False,False,True
259,2026-01-16,2,71.67481360079734,0,6,0,71.67481360079734,0,False,True,False,False,True,False,False,False
260,2026-02-22,1190,32.00375792010841,0,16,0,32.00375792010841,0,False,False,False,True,False,False,False,True
261,2026-03-13,29,45.20847313998767,1,51,1,22.604236569993834,1,False,False,False,True,True,False,False,False
262,2026-01-16,1199,45.1691654492799,1,0,0,22.58458272463995,0,False,False,False,True,False,False,False,True
263,2026-01-27,39,43.528896472012384,3,25,1,10.882224118003096,0,False,False,True,False,True,False,False,False
264,2026-03-25,620,35.26105620584796,2,28,0,11.753685401949319,0,False,False,True,False,False,False,True,False
265,2026-03-31,128,22.716569951533927,0,87,1,22.716569951533927,1,False,False,True,False,False,True,False,False
266,2026-02-22,115,46.39019169043506,0,87,1,46.39019169043506,1,True,False,False,False,False,True,False,False
267,2026-02-10,820,33.474665106781316,0,76,1,33.474665106781316,1,False,True,False,False,False,False,False,True
268,2026-02-01,873,46.289902211214375,1,30,0,23.144951105607188,1,True,False,False,False,False,False,False,True
