customer_id,snapshot_date,tenure_days,monthly_spend,support_tickets_30d,last_login_days_ago,region,churn_label
165,2026-02-07,1145,56.58809711374141,0,0,south,0
166,2026-03-15,1108,53.327185229172464,2,79,east,1
167,2026-01-29,379,45.663255043502744,0,80,east,1
168,2026-01-16,1012,32.863110225884405,1,54,north,1
169,2026-01-31,1123,46.015068870940645,0,56,north,1
170,2026-01-03,1173,44.57973322656384,1,47,north,1
171,2026-01-10,26,47.897723697197975,1,1,west,0
172,2026-01-09,894,78.09787960710602,0,14,north,0
173,2026-03-11,1196,37.143408321881466,0,12,east,0
174,2026-03-07,917,51.334335286880396,0,82,north,1
175,2026-03-04,280,61.02693100866448,0,4,west,0
176,2026-02-11,915,46.47002871149074,1,50,west,1
177,2026-03-06,127,80.06767678758249,2,32,south,0
178,2026-01-15,577,39.32941062402785,2,0,north,0
179,2026-03-23,751,49.861338334800706,0,82,south,1
180,2026-02-15,548,33.01791382660527,1,1,east,0
181,2026-03-26,840,39.7271289728506,1,77,east,1
182,2026-01-14,289,48.73400865594987,1,69,east,1
183,2026-02-14,727,57.69456093461594,1,71,east,1
184,2026-03-04,774,49.78642251035361,1,14,east,0
185,2026-02-14,760,63.88672274002104,0,79,north,1
186,2026-02-10,347,43.57552034110992,4,53,north,1
187,2026-01-15,367,40.01747205241492,1,36,west,0
188,2026-02-04,310,85.5597766091908,1,61,east,1
189,2026-01-22,554,50.91356474163046,2,30,west,0
190,2026-01-28,703,34.20777681032179,2,25,east,0
191,2026-03-03,435,34.58604356627897,0,25,south,0
192,2026-02-26,492,30.859801282029892,0,51,east,1
193,2026-02-24,344,59.04854033785182,2,54,east,1
194,2026-02-02,263,39.534340606601376,1,21,north,0
195,2026-03-28,789,46.910437134847285,1,22,south,0
196,2026-01-08,979,44.04736988342597,2,85,east,1
197,2026-01-31,349,55.97238611911402,0,46,north,1
198,2026-01-11,1032,32.2988386067397,3,77,north,1
199,2026-01-31,685,28.866415707854767,1,29,north,0
200,2026-03-28,202,48.364459607723916,1,25,east,0
201,2026-02-02,439,54.014389270498455,1,25,north,0
202,2026-03-23,10,49.98798469646461,0,47,south,1
203,2026-02-14,47,32.85819406354008,1,70,north,1
204,2026-03-04,404,55.16227263137091,2,45,south,1
205,2026-02-11,545,33.842086093565484,0,26,north,0
206,2026-01-24,957,37.17692032820425,1,86,west,1
207,2026-03-10,162,30.840697129169968,3,51,south,1
208,2026-03-29,1007,64.51737522978047,1,35,north,0
209,2026-01-24,282,54.50132311541024,1,0,east,0
210,2026-03-12,166,54.0749006351831,1,50,west,1
211,2026-01-24,840,63.70817131713676,0,55,west,1
212,2026-03-06,929,87.18973872358086,1,83,west,1
213,2026-03-13,726,19.361608441347666,2,20,south,0
214,2026-02-10,139,33.924351286843375,0,14,south,0
215,2026-03-08,139,35.75737373738214,0,89,south,1
216,2026-01-25,468,32.23770566425961,0,49,south,1
217,2026-01-08,541,28.83625128594431,1,2,west,0
218,2026-01-09,1198,40.50520403916951,1,9,north,0
219,2026-02-10,344,26.750944270658927,0,42,west,1
220,2026-03-23,231,50.0256355130612,2,55,west,1
221,2026-01-12,1135,45.77547482142922,2,21,west,0
222,2026-02-11,185,52.21542997145483,1,32,east,0
223,2026-03-05,32,52.615926774573786,2,66,west,1
224,2026-01-19,507,54.04510280140015,2,87,north,1
225,2026-03-06,481,39.39886594764177,0,44,west,1
226,2026-01-28,743,76.817151039505,2,37,east,0
227,2026-03-14,1053,48.51646674723147,1,32,west,0
228,2026-02-22,1119,17.062728710628075,0,12,north,0
229,2026-02-19,348,29.964363813506736,2,4,west,0
230,2026-01-16,1177,18.892455164582767,0,75,east,1
231,2026-02-11,759,45.26001943726961,1,3,north,0
232,2026-03-19,84,43.1729216392,1,73,east,1
233,2026-01-02,1126,37.97361453150813,0,22,north,0
234,2026-03-10,166,75.16389168600772,1,62,north,1
235,2026-02-14,706,53.23474311115366,1,85,east,1
236,2026-03-06,949,55.89147542169502,3,67,west,1
237,2026-03-01,300,31.033897680868453,2,65,north,1
238,2026-02-08,325,30.012826630034816,0,23,south,0
239,2026-01-28,571,45.552082486454324,1,53,south,1
240,2026-02-26,1061,47.59510709478339,2,57,east,1
241,2026-01-13,269,17.155326493283145,2,38,north,0
242,2026-02-22,796,42.29539465725699,1,3,east,0
243,2026-01-09,543,45.21108124310257,2,82,south,1
244,2026-02-28,135,41.772762513433065,1,17,west,0
245,2026-02-26,853,32.799143814799855,1,87,south,1
246,2026-01-08,999,36.9069722711829,4,83,south,1
247,2026-03-10,691,42.34711209640806,3,1,north,1
248,2026-02-07,212,46.362000354150716,1,66,west,1
249,2026-03-12,187,54.07187373825852,2,57,west,1
250,2026-01-04,508,61.21284307426307,0,20,south,0
251,2026-01-17,608,40.584784147091256,2,73,south,1
252,2026-02-14,663,38.157657058269635,1,10,west,0
253,2026-01-17,293,51.564835103014595,4,22,south,1
254,2026-01-30,601,54.16267374616281,1,85,north,1
255,2026-03-01,354,38.486993501116714,0,66,north,1
256,2026-01-14,823,56.85590215449258,0,10,east,0
257,2026-03-02,955,59.6937801173396,2,12,north,0
258,2026-01-10,783,64.3752969848801,2,23,north,0
259,2026-01-16,2,71.67481360079734,0,6,north,0
260,2026-02-22,1190,32.00375792010841,0,16,west,0
261,2026-03-13,29,45.20847313998767,1,51,west,1
262,2026-01-16,1199,45.1691654492799,1,0,west,0
263,2026-01-27,39,43.528896472012384,3,25,south,1
264,2026-03-25,620,35.26105620584796,2,28,south,0
265,2026-03-31,128,22.716569951533927,0,87,south,1
266,2026-02-22,115,46.39019169043506,0,87,east,1
267,2026-02-10,820,33.474665106781316,0,76,north,1
268,2026-02-01,873,46.289902211214375,1,30,east,0
269,2026-02-25,142,33.0893468745172,0,47,north,1
270,2026-02-23,1172,28.505124812334877,1,45,south,1
271,2026-01-27,385,48.514475405653464,1,77,south,1
272,2026-01-03,382,47.26382290209744,0,67,east,1
273,2026-01-14,357,53.689229569813996,0,81,west,1
274,2026-03-28,553,77.78795649626437,0,49,east,1
275,2026-02-07,214,49.159342968162704,0,82,south,1
276,2026-02-13,510,52.276226505961944,1,66,east,1
277,2026-02-12,252,28.83658006699012,0,66,east,1
278,2026-03-12,62,25.696388391954383,2,59,north,1
279,2026-01-06,443,68.7424417016,1,30,west,0
280,2026-01-08,807,31.147803301000444,2,54,west,1
281,2026-01-25,915,29.340838927970367,0,32,north,0
282,2026-02-13,424,44.4135161817517,3,58,north,1
283,2026-03-02,389,43.647113799339174,1,22,north,0
284,2026-02-14,945,31.462402403350623,2,71,east,1
285,2026-02-09,817,40.4254017193035,0,51,north,1
286,2026-03-26,998,63.44063576475156,1,63,north,1
287,2026-01-15,1087,32.91009586752304,1,19,east,0
288,2026-02-21,985,24.094912734507425,1,71,north,1
289,2026-02-18,1123,59.13890431349688,0,72,north,1
290,2026-02-12,500,52.38445367907055,1,13,north,0
291,2026-03-14,474,35.69222069027008,0,31,east,0
292,2026-01-25,386,21.26749475809623,1,60,south,1
293,2026-03-27,283,33.83064965342155,0,78,south,1
294,2026-01-30,898,44.179433447260934,0,66,east,1
295,2026-02-19,857,62.48508134825728,0,42,north,1
296,2026-02-16,961,29.451270376955144,2,26,east,0
297,2026-03-18,201,43.7322017773279,3,81,south,1
298,2026-02-09,590,55.127169898423475,0,78,east,1
299,2026-01-26,267,9.280989898171192,2,80,east,1
300,2026-01-02,1071,60.5067925190835,1,27,east,0
301,2026-02-02,321,27.26324141690344,2,39,north,0
302,2026-03-16,173,49.979932401854015,1,21,north,0
303,2026-01-01,684,48.70024724416116,1,85,east,1
304,2026-03-22,1055,61.26879587195768,3,78,north,1
305,2026-02-18,1098,53.263865713403106,1,15,south,0
306,2026-01-13,116,9.340642624050282,0,22,east,0
307,2026-01-28,391,33.22831129266013,0,49,west,1
308,2026-02-19,185,47.0730769402992,1,37,east,0
309,2026-01-29,370,42.0753017082032,1,41,west,1
310,2026-01-10,641,52.16416094635156,0,33,east,0
311,2026-03-01,337,56.84049833504558,3,60,south,1
312,2026-03-02,81,54.12677604644519,1,80,north,1
313,2026-01-11,612,41.785875861683024,1,82,east,1
314,2026-01-26,64,17.304944833192792,1,40,west,0
315,2026-01-22,272,38.167781267177745,0,74,south,1
316,2026-03-01,1,51.245522222084325,1,62,north,1
317,2026-03-07,105,28.643291211742834,1,17,north,0
318,2026-03-07,524,54.46912095182364,0,71,east,1
319,2026-03-26,1021,58.62589945900957,1,31,east,0
320,2026-03-11,929,46.90300464443764,1,56,north,1
321,2026-01-29,119,2.0,1,64,north,1
322,2026-01-10,42,25.82867455932295,3,84,east,1
323,2026-02-25,406,73.29283737834123,0,85,south,1
324,2026-03-24,783,36.80193310457433,1,72,south,1
325,2026-03-29,896,15.23785165306506,0,45,south,1
326,2026-01-21,987,63.528710824654084,1,36,east,0
327,2026-01-22,411,45.200333873155095,0,39,east,0
328,2026-01-04,202,61.57410733436588,0,85,north,1
329,2026-01-13,32,49.15438012829048,1,18,north,0
330,2026-02-19,177,51.878387043182535,1,47,east,1
331,2026-02-19,79,50.445138715717746,0,61,east,1
332,2026-02-03,1033,55.462324678815,1,2,north,0
333,2026-01-28,322,79.16145672834148,2,57,north,1
334,2026-03-16,987,59.56509503938782,2,23,east,0
335,2026-02-11,664,21.294910232316976,2,25,south,0
336,2026-03-14,647,51.69992272918355,2,55,north,1
337,2026-03-28,546,62.122211521548266,0,0,east,0
338,2026-01-29,983,63.040512098042186,2,14,north,0
339,2026-01-19,53,38.600925254113506,2,40,north,0
340,2026-03-27,112,62.47416667782191,0,52,east,1
341,2026-02-27,508,58.91613599326808,1,9,north,0
342,2026-01-27,473,83.58776155454595,0,32,north,0
343,2026-02-25,655,33.74997395627233,1,27,west,0
344,2026-02-16,885,37.38899135399362,0,48,north,1
345,2026-03-23,705,40.40821427310069,1,27,east,0
346,2026-01-24,309,37.64666774941837,5,0,west,1
347,2026-03-31,393,31.649688753545956,1,47,west,1
348,2026-03-26,903,3.5598674148938514,2,76,west,1
349,2026-01-17,242,38.47950789415299,0,52,south,1
350,2026-01-15,605,50.54037089549857,2,32,west,0
351,2026-02-17,647,37.60167231741134,0,43,north,1
352,2026-01-05,900,74.03071775293665,3,12,south,1
353,2026-01-27,857,45.200637190737936,0,21,north,0
354,2026-02-09,558,64.36543582776203,0,39,east,0
355,2026-03-29,371,48.92130619094952,2,53,west,1
356,2026-03-31,442,57.39610964839887,1,43,west,1
357,2026-01-14,494,49.18862330900343,1,86,west,1
358,2026-03-22,263,65.53176947855344,2,57,north,1
359,2026-01-09,750,45.83909025198601,2,2,west,0
360,2026-03-09,250,52.44181062133178,0,47,east,1
361,2026-03-18,778,50.49499400475066,1,52,south,1
362,2026-03-22,902,40.67571812809022,2,3,north,0
363,2026-01-21,1154,51.074734783870156,2,34,north,0
364,2026-03-22,143,78.51579369296523,1,78,west,1
365,2026-01-11,911,40.94404586856837,2,32,south,0
366,2026-02-16,104,51.291973392798724,1,41,east,1
367,2026-02-12,405,63.86668426304164,2,19,west,0
368,2026-01-29,212,62.103799214164205,1,6,south,0
369,2026-01-02,195,45.17574626579048,0,28,north,0
370,2026-03-11,211,9.249169455639574,0,69,south,1
371,2026-01-31,53,52.75054227972699,0,88,north,1
372,2026-03-01,987,11.707886120654209,2,59,north,1
373,2026-02-06,74,67.04905846411847,1,74,west,1
374,2026-02-03,478,47.54210806789891,1,58,south,1
375,2026-03-21,839,59.99511029807984,1,59,east,1
376,2026-01-09,1188,31.468332927284234,1,38,east,0
377,2026-03-08,1024,21.712387900499184,2,5,east,0
378,2026-03-09,165,48.91131576211751,0,36,east,0
379,2026-02-04,1185,44.49594840065787,2,77,north,1
380,2026-01-24,784,37.626887607642516,0,48,east,1
381,2026-01-01,216,46.26991921099145,0,68,west,1
382,2026-03-26,539,86.5115383804839,2,4,north,0
383,2026-03-27,1101,57.517883210535864,2,18,north,0
384,2026-01-22,472,60.74247908794978,0,26,east,0
385,2026-01-03,221,57.65905337330034,0,32,west,0
386,2026-01-12,1050,67.1919321577829,1,88,south,1
387,2026-01-07,1143,42.14892490648883,1,41,west,1
388,2026-03-16,1170,14.178580384870592,2,59,north,1
389,2026-03-22,1146,42.17120800490985,1,58,east,1
390,2026-01-14,1047,57.17603564994753,1,37,west,0
391,2026-03-09,545,30.452994073273896,1,86,south,1
392,2026-01-17,231,42.35451074266005,2,20,east,0
393,2026-02-03,740,34.623453854965305,2,3,north,0
394,2026-02-23,265,67.53043877764696,1,67,east,1
395,2026-03-06,568,56.241855231098455,1,58,east,1
396,2026-03-20,787,54.77310930965939,0,23,west,0
397,2026-01-05,1135,54.324019696814574,1,78,north,1
398,2026-01-18,347,44.44126121171809,2,14,south,0
399,2026-01-26,303,47.96334423791255,3,22,east,1
400,2026-01-28,881,27.222231292015238,0,13,west,0
401,2026-03-31,8,12.203370318741484,0,16,north,0
402,2026-03-11,680,47.25121695517536,4,65,east,1
403,2026-01-29,895,49.85985384408217,1,63,west,1
404,2026-03-29,661,63.138968526380665,0,57,east,1
405,2026-02-14,461,68.57003724123551,1,77,south,1
406,2026-02-15,994,68.5499772749842,2,6,north,0
407,2026-02-09,445,30.029646100591833,3,55,south,1
408,2026-01-13,852,39.71602447575346,1,10,north,0
409,2026-03-26,557,52.205014438220694,0,86,north,1
410,2026-01-02,32,82.97857016613267,2,57,south,1
411,2026-01-16,637,67.20148805570874,0,68,north,1
412,2026-01-21,60,61.790957429975705,2,51,north,1
413,2026-01-26,1117,39.18318066676064,3,34,east,1
414,2026-01-12,722,31.75200553267313,1,61,north,1
415,2026-01-02,447,56.83361825074859,1,75,north,1
416,2026-03-02,583,28.4900810364846,1,16,east,0
417,2026-03-29,743,41.42345473529546,1,78,west,1
418,2026-01-11,312,43.27833076497116,3,65,east,1
419,2026-01-27,346,68.89368133684212,3,7,north,1
420,2026-02-15,502,39.67954045560484,0,84,north,1
421,2026-03-25,311,8.411255421410772,1,16,east,0
422,2026-03-04,909,52.56666971493703,1,54,east,1
423,2026-03-10,125,34.51467220344111,0,11,south,0
424,2026-02-22,992,45.6394653665662,1,17,west,0
425,2026-02-07,418,43.69942948736814,1,57,west,1
426,2026-01-18,673,40.89444006273347,0,61,east,1
427,2026-03-19,190,56.85510872677056,0,61,east,1
428,2026-03-14,463,22.007026824709392,1,30,west,0
429,2026-01-03,905,37.2447866256846,0,73,north,1
430,2026-03-06,325,55.26056869676072,0,4,east,0
431,2026-01-08,159,35.78872836983447,1,76,west,1
432,2026-03-08,626,20.86789936095042,0,27,north,0
433,2026-03-16,195,55.02833014885104,2,55,north,1
434,2026-01-12,378,61.84641945662308,1,81,south,1
435,2026-02-09,541,44.3250718853549,1,22,south,0
436,2026-01-12,677,15.587316022957012,1,37,west,0
437,2026-02-21,767,55.589546200482246,3,74,south,1
438,2026-03-25,812,20.10168177870468,1,77,east,1
439,2026-01-08,1013,49.63198915272248,1,21,west,0
440,2026-02-05,80,31.688042628867603,1,45,west,1
441,2026-03-29,435,27.60241071349552,1,29,east,0
442,2026-01-28,2,38.37134974380465,0,46,west,1
443,2026-01-12,12,42.250536653591105,2,34,east,0
444,2026-02-13,255,35.336876244203275,1,0,north,0
445,2026-02-15,718,53.83054917322726,0,83,east,1
446,2026-03-01,1073,38.30895932311749,1,57,south,1
447,2026-01-29,928,59.70286307507733,1,41,south,1
448,2026-03-28,775,49.21759748465219,2,9,east,0
449,2026-02-16,934,34.536641901055376,0,6,south,0
450,2026-01-26,207,32.01090174251571,2,43,north,1
451,2026-03-28,1007,20.28755551428842,1,58,west,1
452,2026-03-25,1068,49.360997668002334,0,23,east,0
453,2026-02-14,114,39.68118679122963,1,66,east,1
454,2026-01-03,564,9.417067079047285,1,35,west,0
455,2026-02-23,996,36.964276908459,0,0,east,0
456,2026-02-19,571,31.48448956117572,1,48,east,1
457,2026-01-14,1008,68.63516388255991,1,16,west,0
458,2026-02-27,1122,19.458320821600353,4,1,south,1
459,2026-03-17,570,23.379738003989193,1,11,west,0
460,2026-01-10,72,61.6495446465855,1,25,east,0
461,2026-03-07,408,65.35144736195944,0,46,north,1
462,2026-01-13,258,33.82525591911538,0,89,north,1
463,2026-03-09,569,35.51871265786634,1,19,west,0
464,2026-02-07,703,54.24353094829969,2,5,west,0
465,2026-01-01,557,10.093503045820349,1,17,west,0
466,2026-03-28,235,17.082094732416657,2,28,north,0
467,2026-01-15,362,40.788998987239324,0,18,west,0
468,2026-02-23,815,68.2483584919369,1,28,west,0
469,2026-01-17,33,38.46404867749891,0,87,west,1
470,2026-03-25,257,46.51405187602732,1,34,south,0
471,2026-03-08,1070,62.00683908846018,1,57,east,1
472,2026-03-14,119,76.6032709991722,1,61,south,1
473,2026-02-08,498,36.347272902775316,1,11,north,0
474,2026-02-12,249,44.74744914399861,0,22,east,0
475,2026-02-27,126,72.33082832014264,1,37,north,0
476,2026-03-12,507,22.167010872128575,2,41,north,1
477,2026-03-18,626,60.41371605830733,0,1,north,0
478,2026-01-02,212,29.725267014581128,0,58,south,1
479,2026-03-01,94,46.53708550654735,0,27,north,0
480,2026-01-10,162,41.36071428899589,1,29,west,0
481,2026-01-26,782,30.62982598948156,2,54,west,1
482,2026-03-16,1032,30.253471085125874,1,85,west,1
483,2026-01-23,217,49.146215463806314,1,77,south,1
484,2026-03-13,385,59.93308992244023,1,88,north,1
485,2026-02-11,413,43.05395695217245,2,37,east,0
486,2026-01-21,433,46.05169738099825,1,10,east,0
487,2026-01-31,293,53.56761099436571,1,19,north,0
488,2026-02-17,67,30.4257184048056,0,30,west,0
489,2026-03-10,630,56.09538762619385,1,27,south,0
490,2026-02-24,429,57.290146455896206,0,18,west,0
491,2026-03-25,411,84.05439448125614,3,13,north,1
492,2026-03-20,318,39.35843714160627,1,16,south,0
493,2026-03-09,1115,38.128772974978084,2,59,south,1
494,2026-02-24,732,56.534488073606184,2,44,north,1
495,2026-01-27,503,57.28656253368207,4,3,east,1
496,2026-02-07,247,36.97369269934932,0,50,west,1
497,2026-01-11,961,38.95255984604927,0,75,east,1
498,2026-02-03,1066,53.116962573270605,2,38,south,0
499,2026-03-25,39,32.58623638898008,0,28,east,0
500,2026-02-08,1115,38.841990179774776,0,24,south,0
501,2026-01-11,839,46.34389151052652,2,34,south,0
502,2026-02-28,120,59.93908027233387,3,25,west,1
503,2026-03-28,904,35.93102075730689,3,83,east,1
504,2026-03-20,129,17.36423306953992,2,89,south,1
505,2026-01-25,61,16.251037987226837,1,30,south,0
506,2026-02-10,139,26.108803999408,1,83,west,1
507,2026-02-17,552,25.302484227000942,1,76,east,1
508,2026-01-23,743,42.680838620701365,2,6,north,0
509,2026-01-25,489,27.166797696035925,0,44,west,1
510,2026-01-22,147,34.458675602681936,0,59,east,1
511,2026-03-31,239,33.38871172526925,2,37,south,0
512,2026-03-09,1023,38.3923820872801,0,41,west,1
